pclass,survived,name,sex,sibsp,parch,ticket,cabin,embarked,boat,home.dest,age_?,age_dabl_continuous,fare_?,fare_dabl_continuous,body_?,body_dabl_continuous
1,0,"Long, Mr. Milton Clyde",male,0,0,113501,D6,S,?,"Springfield, MA",0.0,29.0,0.0,30.0,0.0,126.0
1,1,"Longley, Miss. Gretchen Fiske",female,0,0,13502,D9,S,10,"Hudson, NY",0.0,21.0,0.0,77.9583,1.0,
1,0,"Loring, Mr. Joseph Holland",male,0,0,113801,?,S,?,"London / New York, NY",0.0,30.0,0.0,45.5,1.0,
1,1,"Lurette, Miss. Elise",female,0,0,PC 17569,B80,C,?,?,0.0,58.0,0.0,146.5208,1.0,
1,1,"Madill, Miss. Georgette Alexandra",female,0,1,24160,B5,S,2,"St Louis, MO",0.0,15.0,0.0,211.3375,1.0,
1,0,"Maguire, Mr. John Edward",male,0,0,110469,C106,S,?,"Brockton, MA",0.0,30.0,0.0,26.0,1.0,
1,1,"Maioni, Miss. Roberta",female,0,0,110152,B79,S,8,?,0.0,16.0,0.0,86.5,1.0,
1,1,"Marechal, Mr. Pierre",male,0,0,11774,C47,C,7,"Paris, France",1.0,,0.0,29.7,1.0,
1,0,"Marvin, Mr. Daniel Warner",male,1,0,113773,D30,S,?,"New York, NY",0.0,19.0,0.0,53.1,1.0,
1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,1,0,113773,D30,S,10,"New York, NY",0.0,18.0,0.0,53.1,1.0,
1,1,"Mayne, Mlle. Berthe Antonine ('Mrs de Villiers')",female,0,0,PC 17482,C90,C,6,"Belgium  Montreal, PQ",0.0,24.0,0.0,49.5042,1.0,
1,0,"McCaffry, Mr. Thomas Francis",male,0,0,13050,C6,C,?,"Vancouver, BC",0.0,46.0,0.0,75.2417,0.0,292.0
1,0,"McCarthy, Mr. Timothy J",male,0,0,17463,E46,S,?,"Dorchester, MA",0.0,54.0,0.0,51.8625,0.0,175.0
1,1,"McGough, Mr. James Robert",male,0,0,PC 17473,E25,S,7,"Philadelphia, PA",0.0,36.0,0.0,26.2875,1.0,
1,0,"Meyer, Mr. Edgar Joseph",male,1,0,PC 17604,?,C,?,"New York, NY",0.0,28.0,0.0,82.1708,1.0,
1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,1,0,PC 17604,?,C,6,"New York, NY",1.0,,0.0,82.1708,1.0,
1,0,"Millet, Mr. Francis Davis",male,0,0,13509,E38,S,?,"East Bridgewater, MA",0.0,65.0,0.0,26.55,0.0,249.0
1,0,"Minahan, Dr. William Edward",male,2,0,19928,C78,Q,?,"Fond du Lac, WI",0.0,44.0,0.0,90.0,0.0,230.0
1,1,"Minahan, Miss. Daisy E",female,1,0,19928,C78,Q,14,"Green Bay, WI",0.0,33.0,0.0,90.0,1.0,
1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,1,0,19928,C78,Q,14,"Fond du Lac, WI",0.0,37.0,0.0,90.0,1.0,
1,1,"Mock, Mr. Philipp Edmund",male,1,0,13236,C78,C,11,"New York, NY",0.0,30.0,0.0,57.75,1.0,
1,0,"Molson, Mr. Harry Markland",male,0,0,113787,C30,S,?,"Montreal, PQ",0.0,55.0,0.0,30.5,1.0,
1,0,"Moore, Mr. Clarence Bloomfield",male,0,0,113796,?,S,?,"Washington, DC",0.0,47.0,0.0,42.4,1.0,
1,0,"Natsch, Mr. Charles H",male,0,1,PC 17596,C118,C,?,"Brooklyn, NY",0.0,37.0,0.0,29.7,1.0,
1,1,"Newell, Miss. Madeleine",female,1,0,35273,D36,C,6,"Lexington, MA",0.0,31.0,0.0,113.275,1.0,
1,1,"Newell, Miss. Marjorie",female,1,0,35273,D36,C,6,"Lexington, MA",0.0,23.0,0.0,113.275,1.0,
1,0,"Newell, Mr. Arthur Webster",male,0,2,35273,D48,C,?,"Lexington, MA",0.0,58.0,0.0,113.275,0.0,122.0
1,1,"Newsom, Miss. Helen Monypeny",female,0,2,11752,D47,S,5,"New York, NY",0.0,19.0,0.0,26.2833,1.0,
1,0,"Nicholson, Mr. Arthur Ernest",male,0,0,693,?,S,?,"Isle of Wight, England",0.0,64.0,0.0,26.0,0.0,263.0
1,1,"Oliva y Ocana, Dona. Fermina",female,0,0,PC 17758,C105,C,8,?,0.0,39.0,0.0,108.9,1.0,
1,1,"Omont, Mr. Alfred Fernand",male,0,0,F.C. 12998,?,C,7,"Paris, France",1.0,,0.0,25.7417,1.0,
1,1,"Ostby, Miss. Helene Ragnhild",female,0,1,113509,B36,C,5,"Providence, RI",0.0,22.0,0.0,61.9792,1.0,
1,0,"Ostby, Mr. Engelhart Cornelius",male,0,1,113509,B30,C,?,"Providence, RI",0.0,65.0,0.0,61.9792,0.0,234.0
1,0,"Ovies y Rodriguez, Mr. Servando",male,0,0,PC 17562,D43,C,?,"?Havana, Cuba",0.0,28.5,0.0,27.7208,0.0,189.0
1,0,"Parr, Mr. William Henry Marsh",male,0,0,112052,?,S,?,Belfast,1.0,,0.0,0.0,1.0,
1,0,"Partner, Mr. Austen",male,0,0,113043,C124,S,?,"Surbiton Hill, Surrey",0.0,45.5,0.0,28.5,0.0,166.0
1,0,"Payne, Mr. Vivian Ponsonby",male,0,0,12749,B24,S,?,"Montreal, PQ",0.0,23.0,0.0,93.5,1.0,
1,0,"Pears, Mr. Thomas Clinton",male,1,0,113776,C2,S,?,"Isleworth, England",0.0,29.0,0.0,66.6,1.0,
1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,1,0,113776,C2,S,8,"Isleworth, England",0.0,22.0,0.0,66.6,1.0,
1,0,"Penasco y Castellana, Mr. Victor de Satode",male,1,0,PC 17758,C65,C,?,"Madrid, Spain",0.0,18.0,0.0,108.9,1.0,
1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,1,0,PC 17758,C65,C,8,"Madrid, Spain",0.0,17.0,0.0,108.9,1.0,
1,1,"Perreault, Miss. Anne",female,0,0,12749,B73,S,3,?,0.0,30.0,0.0,93.5,1.0,
1,1,"Peuchen, Major. Arthur Godfrey",male,0,0,113786,C104,S,6,"Toronto, ON",0.0,52.0,0.0,30.5,1.0,
1,0,"Porter, Mr. Walter Chamberlain",male,0,0,110465,C110,S,?,"Worcester, MA",0.0,47.0,0.0,52.0,0.0,207.0
1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,0,1,11767,C50,C,7,"Mt Airy, Philadelphia, PA",0.0,56.0,0.0,83.1583,1.0,
1,0,"Reuchlin, Jonkheer. John George",male,0,0,19972,?,S,?,"Rotterdam, Netherlands",0.0,38.0,0.0,0.0,1.0,
1,1,"Rheims, Mr. George Alexander Lucien",male,0,0,PC 17607,?,S,A,"Paris /  New York, NY",1.0,,0.0,39.6,1.0,
1,0,"Ringhini, Mr. Sante",male,0,0,PC 17760,?,C,?,?,0.0,22.0,0.0,135.6333,0.0,232.0
1,0,"Robbins, Mr. Victor",male,0,0,PC 17757,?,C,?,?,1.0,,0.0,227.525,1.0,
1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,0,1,24160,B3,S,2,"St Louis, MO",0.0,43.0,0.0,211.3375,1.0,
1,0,"Roebling, Mr. Washington Augustus II",male,0,0,PC 17590,A24,S,?,"Trenton, NJ",0.0,31.0,0.0,50.4958,1.0,
1,1,"Romaine, Mr. Charles Hallace ('Mr C Rolmane')",male,0,0,111428,?,S,9,"New York, NY",0.0,45.0,0.0,26.55,1.0,
1,0,"Rood, Mr. Hugh Roscoe",male,0,0,113767,A32,S,?,"Seattle, WA",1.0,,0.0,50.0,1.0,
1,1,"Rosenbaum, Miss. Edith Louise",female,0,0,PC 17613,A11,C,11,"Paris, France",0.0,33.0,0.0,27.7208,1.0,
1,0,"Rosenshine, Mr. George ('Mr George Thorne')",male,0,0,PC 17585,?,C,?,"New York, NY",0.0,46.0,0.0,79.2,0.0,16.0
1,0,"Ross, Mr. John Hugo",male,0,0,13049,A10,C,?,"Winnipeg, MB",0.0,36.0,0.0,40.125,1.0,
1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,0,0,110152,B77,S,8,"London  Vancouver, BC",0.0,33.0,0.0,86.5,1.0,
1,0,"Rothschild, Mr. Martin",male,1,0,PC 17603,?,C,?,"New York, NY",0.0,55.0,0.0,59.4,1.0,
1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,1,0,PC 17603,?,C,6,"New York, NY",0.0,54.0,0.0,59.4,1.0,
1,0,"Rowe, Mr. Alfred G",male,0,0,113790,?,S,?,London,0.0,33.0,0.0,26.55,0.0,109.0
1,1,"Ryerson, Master. John Borie",male,2,2,PC 17608,B57 B59 B63 B66,C,4,"Haverford, PA / Cooperstown, NY",0.0,13.0,0.0,262.375,1.0,
1,1,"Ryerson, Miss. Emily Borie",female,2,2,PC 17608,B57 B59 B63 B66,C,4,"Haverford, PA / Cooperstown, NY",0.0,18.0,0.0,262.375,1.0,
1,1,"Ryerson, Miss. Susan Parker 'Suzette'",female,2,2,PC 17608,B57 B59 B63 B66,C,4,"Haverford, PA / Cooperstown, NY",0.0,21.0,0.0,262.375,1.0,
1,0,"Ryerson, Mr. Arthur Larned",male,1,3,PC 17608,B57 B59 B63 B66,C,?,"Haverford, PA / Cooperstown, NY",0.0,61.0,0.0,262.375,1.0,
1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,1,3,PC 17608,B57 B59 B63 B66,C,4,"Haverford, PA / Cooperstown, NY",0.0,48.0,0.0,262.375,1.0,
1,1,"Saalfeld, Mr. Adolphe",male,0,0,19988,C106,S,3,"Manchester, England",1.0,,0.0,30.5,1.0,
1,1,"Sagesser, Mlle. Emma",female,0,0,PC 17477,B35,C,9,?,0.0,24.0,0.0,69.3,1.0,
1,1,"Salomon, Mr. Abraham L",male,0,0,111163,?,S,1,"New York, NY",1.0,,0.0,26.0,1.0,
1,1,"Schabert, Mrs. Paul (Emma Mock)",female,1,0,13236,C28,C,11,"New York, NY",0.0,35.0,0.0,57.75,1.0,
1,1,"Serepeca, Miss. Augusta",female,0,0,113798,?,C,4,?,0.0,30.0,0.0,31.0,1.0,
1,1,"Seward, Mr. Frederic Kimber",male,0,0,113794,?,S,7,"New York, NY",0.0,34.0,0.0,26.55,1.0,
1,1,"Shutes, Miss. Elizabeth W",female,0,0,PC 17582,C125,S,3,"New York, NY / Greenwich CT",0.0,40.0,0.0,153.4625,1.0,
1,1,"Silverthorne, Mr. Spencer Victor",male,0,0,PC 17475,E24,S,5,"St Louis, MO",0.0,35.0,0.0,26.2875,1.0,
1,0,"Silvey, Mr. William Baird",male,1,0,13507,E44,S,?,"Duluth, MN",0.0,50.0,0.0,55.9,1.0,
1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,1,0,13507,E44,S,11,"Duluth, MN",0.0,39.0,0.0,55.9,1.0,
1,1,"Simonius-Blumer, Col. Oberst Alfons",male,0,0,13213,A26,C,3,"Basel, Switzerland",0.0,56.0,0.0,35.5,1.0,
1,1,"Sloper, Mr. William Thompson",male,0,0,113788,A6,S,7,"New Britain, CT",0.0,28.0,0.0,35.5,1.0,
1,0,"Smart, Mr. John Montgomery",male,0,0,113792,?,S,?,"New York, NY",0.0,56.0,0.0,26.55,1.0,
1,0,"Smith, Mr. James Clinch",male,0,0,17764,A7,C,?,"St James, Long Island, NY",0.0,56.0,0.0,30.6958,1.0,
1,0,"Smith, Mr. Lucien Philip",male,1,0,13695,C31,S,?,"Huntington, WV",0.0,24.0,0.0,60.0,1.0,
1,0,"Smith, Mr. Richard William",male,0,0,113056,A19,S,?,"Streatham, Surrey",1.0,,0.0,26.0,1.0,
1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,1,0,13695,C31,S,6,"Huntington, WV",0.0,18.0,0.0,60.0,1.0,
1,1,"Snyder, Mr. John Pillsbury",male,1,0,21228,B45,S,7,"Minneapolis, MN",0.0,24.0,0.0,82.2667,1.0,
1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,1,0,21228,B45,S,7,"Minneapolis, MN",0.0,23.0,0.0,82.2667,1.0,
1,1,"Spedden, Master. Robert Douglas",male,0,2,16966,E34,C,3,"Tuxedo Park, NY",0.0,6.0,0.0,134.5,1.0,
1,1,"Spedden, Mr. Frederic Oakley",male,1,1,16966,E34,C,3,"Tuxedo Park, NY",0.0,45.0,0.0,134.5,1.0,
1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,1,1,16966,E34,C,3,"Tuxedo Park, NY",0.0,40.0,0.0,134.5,1.0,
1,0,"Spencer, Mr. William Augustus",male,1,0,PC 17569,B78,C,?,"Paris, France",0.0,57.0,0.0,146.5208,1.0,
1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,1,0,PC 17569,B78,C,6,"Paris, France",1.0,,0.0,146.5208,1.0,
1,1,"Stahelin-Maeglin, Dr. Max",male,0,0,13214,B50,C,3,"Basel, Switzerland",0.0,32.0,0.0,30.5,1.0,
1,0,"Stead, Mr. William Thomas",male,0,0,113514,C87,S,?,"Wimbledon Park, London / Hayling Island, Hants",0.0,62.0,0.0,26.55,1.0,
1,1,"Stengel, Mr. Charles Emil Henry",male,1,0,11778,C116,C,1,"Newark, NJ",0.0,54.0,0.0,55.4417,1.0,
1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,1,0,11778,C116,C,5,"Newark, NJ",0.0,43.0,0.0,55.4417,1.0,
1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,1,0,36947,D20,C,4,"Haverford, PA",0.0,52.0,0.0,78.2667,1.0,
1,0,"Stewart, Mr. Albert A",male,0,0,PC 17605,?,C,?,"Gallipolis, Ohio / ? Paris / New York",1.0,,0.0,27.7208,1.0,
1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,0,0,113572,B28,?,6,"Cincinatti, OH",0.0,62.0,0.0,80.0,1.0,
1,0,"Straus, Mr. Isidor",male,1,0,PC 17483,C55 C57,S,?,"New York, NY",0.0,67.0,0.0,221.7792,0.0,96.0
1,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,1,0,PC 17483,C55 C57,S,?,"New York, NY",0.0,63.0,0.0,221.7792,1.0,
1,0,"Sutton, Mr. Frederick",male,0,0,36963,D50,S,?,"Haddenfield, NJ",0.0,61.0,0.0,32.3208,0.0,46.0
1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,0,0,17466,D17,S,8,"Brooklyn, NY",0.0,48.0,0.0,25.9292,1.0,
1,1,"Taussig, Miss. Ruth",female,0,2,110413,E68,S,8,"New York, NY",0.0,18.0,0.0,79.65,1.0,
1,0,"Taussig, Mr. Emil",male,1,1,110413,E67,S,?,"New York, NY",0.0,52.0,0.0,79.65,1.0,
1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,1,1,110413,E67,S,8,"New York, NY",0.0,39.0,0.0,79.65,1.0,
1,1,"Taylor, Mr. Elmer Zebley",male,1,0,19996,C126,S,5 7,"London /  East Orange, NJ",0.0,48.0,0.0,52.0,1.0,
1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,1,0,19996,C126,S,5 7,"London /  East Orange, NJ",1.0,,0.0,52.0,1.0,
1,0,"Thayer, Mr. John Borland",male,1,1,17421,C68,C,?,"Haverford, PA",0.0,49.0,0.0,110.8833,1.0,
1,1,"Thayer, Mr. John Borland Jr",male,0,2,17421,C70,C,B,"Haverford, PA",0.0,17.0,0.0,110.8833,1.0,
1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,1,1,17421,C68,C,4,"Haverford, PA",0.0,39.0,0.0,110.8833,1.0,
1,1,"Thorne, Mrs. Gertrude Maybelle",female,0,0,PC 17585,?,C,D,"New York, NY",1.0,,0.0,79.2,1.0,
1,1,"Tucker, Mr. Gilbert Milligan Jr",male,0,0,2543,C53,C,7,"Albany, NY",0.0,31.0,0.0,28.5375,1.0,
1,0,"Uruchurtu, Don. Manuel E",male,0,0,PC 17601,?,C,?,"Mexico City, Mexico",0.0,40.0,0.0,27.7208,1.0,
1,0,"Van der hoef, Mr. Wyckoff",male,0,0,111240,B19,S,?,"Brooklyn, NY",0.0,61.0,0.0,33.5,0.0,245.0
1,0,"Walker, Mr. William Anderson",male,0,0,36967,D46,S,?,"East Orange, NJ",0.0,47.0,0.0,34.0208,1.0,
1,1,"Ward, Miss. Anna",female,0,0,PC 17755,?,C,3,?,0.0,35.0,0.0,512.3292,1.0,
1,0,"Warren, Mr. Frank Manley",male,1,0,110813,D37,C,?,"Portland, OR",0.0,64.0,0.0,75.25,1.0,
1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,1,0,110813,D37,C,5,"Portland, OR",0.0,60.0,0.0,75.25,1.0,
1,0,"Weir, Col. John",male,0,0,113800,?,S,?,"England Salt Lake City, Utah",0.0,60.0,0.0,26.55,1.0,
1,0,"White, Mr. Percival Wayland",male,0,1,35281,D26,S,?,"Brunswick, ME",0.0,54.0,0.0,77.2875,1.0,
1,0,"White, Mr. Richard Frasar",male,0,1,35281,D26,S,?,"Brunswick, ME",0.0,21.0,0.0,77.2875,0.0,169.0
1,1,"White, Mrs. John Stuart (Ella Holmes)",female,0,0,PC 17760,C32,C,8,"New York, NY / Briarcliff Manor NY",0.0,55.0,0.0,135.6333,1.0,
1,1,"Wick, Miss. Mary Natalie",female,0,2,36928,C7,S,8,"Youngstown, OH",0.0,31.0,0.0,164.8667,1.0,
1,0,"Wick, Mr. George Dennick",male,1,1,36928,?,S,?,"Youngstown, OH",0.0,57.0,0.0,164.8667,1.0,
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,1,1,36928,?,S,8,"Youngstown, OH",0.0,45.0,0.0,164.8667,1.0,
1,0,"Widener, Mr. George Dunton",male,1,1,113503,C80,C,?,"Elkins Park, PA",0.0,50.0,0.0,211.5,1.0,
1,0,"Widener, Mr. Harry Elkins",male,0,2,113503,C82,C,?,"Elkins Park, PA",0.0,27.0,0.0,211.5,1.0,
1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,1,1,113503,C80,C,4,"Elkins Park, PA",0.0,50.0,0.0,211.5,1.0,
1,1,"Willard, Miss. Constance",female,0,0,113795,?,S,8 10,"Duluth, MN",0.0,21.0,0.0,26.55,1.0,
1,0,"Williams, Mr. Charles Duane",male,0,1,PC 17597,?,C,?,"Geneva, Switzerland / Radnor, PA",0.0,51.0,0.0,61.3792,1.0,
1,1,"Williams, Mr. Richard Norris II",male,0,1,PC 17597,?,C,A,"Geneva, Switzerland / Radnor, PA",0.0,21.0,0.0,61.3792,1.0,
1,0,"Williams-Lambert, Mr. Fletcher Fellows",male,0,0,113510,C128,S,?,"London, England",1.0,,0.0,35.0,1.0,
1,1,"Wilson, Miss. Helen Alice",female,0,0,16966,E39 E41,C,3,?,0.0,31.0,0.0,134.5,1.0,
1,1,"Woolner, Mr. Hugh",male,0,0,19947,C52,S,D,"London, England",1.0,,0.0,35.5,1.0,
1,0,"Wright, Mr. George",male,0,0,113807,?,S,?,"Halifax, NS",0.0,62.0,0.0,26.55,1.0,
1,1,"Young, Miss. Marie Grice",female,0,0,PC 17760,C32,C,8,"New York, NY / Washington, DC",0.0,36.0,0.0,135.6333,1.0,
2,0,"Abelson, Mr. Samuel",male,1,0,P/PP 3381,?,C,?,"Russia New York, NY",0.0,30.0,0.0,24.0,1.0,
2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,1,0,P/PP 3381,?,C,10,"Russia New York, NY",0.0,28.0,0.0,24.0,1.0,
2,0,"Aldworth, Mr. Charles Augustus",male,0,0,248744,?,S,?,"Bryn Mawr, PA, USA",0.0,30.0,0.0,13.0,1.0,
2,0,"Andrew, Mr. Edgardo Samuel",male,0,0,231945,?,S,?,"Buenos Aires, Argentina / New Jersey, NJ",0.0,18.0,0.0,11.5,1.0,
2,0,"Andrew, Mr. Frank Thomas",male,0,0,C.A. 34050,?,S,?,"Cornwall, England Houghton, MI",0.0,25.0,0.0,10.5,1.0,
2,0,"Angle, Mr. William A",male,1,0,226875,?,S,?,"Warwick, England",0.0,34.0,0.0,26.0,1.0,
2,1,"Angle, Mrs. William A (Florence 'Mary' Agnes Hughes)",female,1,0,226875,?,S,11,"Warwick, England",0.0,36.0,0.0,26.0,1.0,
2,0,"Ashby, Mr. John",male,0,0,244346,?,S,?,"West Hoboken, NJ",0.0,57.0,0.0,13.0,1.0,
2,0,"Bailey, Mr. Percy Andrew",male,0,0,29108,?,S,?,"Penzance, Cornwall / Akron, OH",0.0,18.0,0.0,11.5,1.0,
2,0,"Baimbrigge, Mr. Charles Robert",male,0,0,C.A. 31030,?,S,?,Guernsey,0.0,23.0,0.0,10.5,1.0,
2,1,"Ball, Mrs. (Ada E Hall)",female,0,0,28551,D,S,10,"Bristol, Avon / Jacksonville, FL",0.0,36.0,0.0,13.0,1.0,
2,0,"Banfield, Mr. Frederick James",male,0,0,C.A./SOTON 34068,?,S,?,"Plymouth, Dorset / Houghton, MI",0.0,28.0,0.0,10.5,1.0,
2,0,"Bateman, Rev. Robert James",male,0,0,S.O.P. 1166,?,S,?,"Jacksonville, FL",0.0,51.0,0.0,12.525,0.0,174.0
2,1,"Beane, Mr. Edward",male,1,0,2908,?,S,13,"Norwich / New York, NY",0.0,32.0,0.0,26.0,1.0,
2,1,"Beane, Mrs. Edward (Ethel Clarke)",female,1,0,2908,?,S,13,"Norwich / New York, NY",0.0,19.0,0.0,26.0,1.0,
2,0,"Beauchamp, Mr. Henry James",male,0,0,244358,?,S,?,England,0.0,28.0,0.0,26.0,1.0,
2,1,"Becker, Master. Richard F",male,2,1,230136,F4,S,11,"Guntur, India / Benton Harbour, MI",0.0,1.0,0.0,39.0,1.0,
2,1,"Becker, Miss. Marion Louise",female,2,1,230136,F4,S,11,"Guntur, India / Benton Harbour, MI",0.0,4.0,0.0,39.0,1.0,
2,1,"Becker, Miss. Ruth Elizabeth",female,2,1,230136,F4,S,13,"Guntur, India / Benton Harbour, MI",0.0,12.0,0.0,39.0,1.0,
2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,0,3,230136,F4,S,11,"Guntur, India / Benton Harbour, MI",0.0,36.0,0.0,39.0,1.0,
2,1,"Beesley, Mr. Lawrence",male,0,0,248698,D56,S,13,London,0.0,34.0,0.0,13.0,1.0,
2,1,"Bentham, Miss. Lilian W",female,0,0,28404,?,S,12,"Rochester, NY",0.0,19.0,0.0,13.0,1.0,
2,0,"Berriman, Mr. William John",male,0,0,28425,?,S,?,"St Ives, Cornwall / Calumet, MI",0.0,23.0,0.0,13.0,1.0,
2,0,"Botsford, Mr. William Hull",male,0,0,237670,?,S,?,"Elmira, NY / Orange, NJ",0.0,26.0,0.0,13.0,1.0,
2,0,"Bowenur, Mr. Solomon",male,0,0,211535,?,S,?,London,0.0,42.0,0.0,13.0,1.0,
2,0,"Bracken, Mr. James H",male,0,0,220367,?,S,?,"Lake Arthur, Chavez County, NM",0.0,27.0,0.0,13.0,1.0,
2,1,"Brown, Miss. Amelia 'Mildred'",female,0,0,248733,F33,S,11,"London / Montreal, PQ",0.0,24.0,0.0,13.0,1.0,
2,1,"Brown, Miss. Edith Eileen",female,0,2,29750,?,S,14,"Cape Town, South Africa / Seattle, WA",0.0,15.0,0.0,39.0,1.0,
2,0,"Brown, Mr. Thomas William Solomon",male,1,1,29750,?,S,?,"Cape Town, South Africa / Seattle, WA",0.0,60.0,0.0,39.0,1.0,
2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,1,1,29750,?,S,14,"Cape Town, South Africa / Seattle, WA",0.0,40.0,0.0,39.0,1.0,
2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg",female,1,0,236853,?,S,12,"Skara, Sweden / Rockford, IL",0.0,20.0,0.0,26.0,1.0,
2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,1,0,236853,?,S,?,"Skara, Sweden / Rockford, IL",0.0,25.0,0.0,26.0,1.0,
2,1,"Buss, Miss. Kate",female,0,0,27849,?,S,9,"Sittingbourne, England / San Diego, CA",0.0,36.0,0.0,13.0,1.0,
2,0,"Butler, Mr. Reginald Fenton",male,0,0,234686,?,S,?,"Southsea, Hants",0.0,25.0,0.0,13.0,0.0,97.0
2,0,"Byles, Rev. Thomas Roussel Davids",male,0,0,244310,?,S,?,London,0.0,42.0,0.0,13.0,1.0,
2,1,"Bystrom, Mrs. (Karolina)",female,0,0,236852,?,S,?,"New York, NY",0.0,42.0,0.0,13.0,1.0,
2,1,"Caldwell, Master. Alden Gates",male,0,2,248738,?,S,13,"Bangkok, Thailand / Roseville, IL",0.0,0.8333,0.0,29.0,1.0,
2,1,"Caldwell, Mr. Albert Francis",male,1,1,248738,?,S,13,"Bangkok, Thailand / Roseville, IL",0.0,26.0,0.0,29.0,1.0,
2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,1,1,248738,?,S,13,"Bangkok, Thailand / Roseville, IL",0.0,22.0,0.0,29.0,1.0,
2,1,"Cameron, Miss. Clear Annie",female,0,0,F.C.C. 13528,?,S,14,"Mamaroneck, NY",0.0,35.0,0.0,21.0,1.0,
2,0,"Campbell, Mr. William",male,0,0,239853,?,S,?,Belfast,1.0,,0.0,0.0,1.0,
2,0,"Carbines, Mr. William",male,0,0,28424,?,S,?,"St Ives, Cornwall / Calumet, MI",0.0,19.0,0.0,13.0,0.0,18.0
2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,1,0,244252,?,S,?,London,0.0,44.0,0.0,26.0,1.0,
2,0,"Carter, Rev. Ernest Courtenay",male,1,0,244252,?,S,?,London,0.0,54.0,0.0,26.0,1.0,
2,0,"Chapman, Mr. Charles Henry",male,0,0,248731,?,S,?,"Bronx, NY",0.0,52.0,0.0,13.5,0.0,130.0
2,0,"Chapman, Mr. John Henry",male,1,0,SC/AH 29037,?,S,?,"Cornwall / Spokane, WA",0.0,37.0,0.0,26.0,0.0,17.0
2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,1,0,SC/AH 29037,?,S,?,"Cornwall / Spokane, WA",0.0,29.0,0.0,26.0,1.0,
2,1,"Christy, Miss. Julie Rachel",female,1,1,237789,?,S,12,London,0.0,25.0,0.0,30.0,1.0,
2,1,"Christy, Mrs. (Alice Frances)",female,0,2,237789,?,S,12,London,0.0,45.0,0.0,30.0,1.0,
2,0,"Clarke, Mr. Charles Valentine",male,1,0,2003,?,S,?,"England / San Francisco, CA",0.0,29.0,0.0,26.0,1.0,
2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,1,0,2003,?,S,14,"England / San Francisco, CA",0.0,28.0,0.0,26.0,1.0,
2,0,"Coleridge, Mr. Reginald Charles",male,0,0,W./C. 14263,?,S,?,"Hartford, Huntingdonshire",0.0,29.0,0.0,10.5,1.0,
2,0,"Collander, Mr. Erik Gustaf",male,0,0,248740,?,S,?,"Helsinki, Finland Ashtabula, Ohio",0.0,28.0,0.0,13.0,1.0,
2,1,"Collett, Mr. Sidney C Stuart",male,0,0,28034,?,S,9,"London / Fort Byron, NY",0.0,24.0,0.0,10.5,1.0,
2,1,"Collyer, Miss. Marjorie 'Lottie'",female,0,2,C.A. 31921,?,S,14,"Bishopstoke, Hants / Fayette Valley, ID",0.0,8.0,0.0,26.25,1.0,
2,0,"Collyer, Mr. Harvey",male,1,1,C.A. 31921,?,S,?,"Bishopstoke, Hants / Fayette Valley, ID",0.0,31.0,0.0,26.25,1.0,
